,Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
34,1994,750.0,0.0,0.0,0.0,42591.0,566914.42485,0.0,0.0,312008.18084,119833.8,13.12,-6.68,15.66,25.44
35,1995,969.0,0.0,0.0,0.0,46746.0,586398.14676,0.0,0.0,279414.51478,115930.4,15.55,14.87,16.75,26.48
36,1996,1049.0,0.0,0.0,0.0,52016.0,640410.27204,0.0,0.0,278775.46749,112525.8,14.18,-4.11,20.46,31.4
37,1997,1344.0,0.0,0.0,0.0,55212.0,616383.97075,0.0,0.0,295689.99579,112038.6,16.8,16.4,18.64,27.98
38,1998,1315.0,0.0,0.0,0.0,61717.0,600793.032,0.0,0.0,308880.56317,111354.2,17.4,17.73,11.91,17.6
39,1999,1255.0,0.0,0.0,0.0,65851.0,620369.4417,0.0,0.0,294827.60523000004,94267.4,12.43,-1.71,16.56,23.89
40,2000,746.0,0.0,0.0,0.0,70172.0,631270.3241600001,0.0,0.0,302188.88891,90688.8,13.53,-8.77,27.39,38.29
41,2001,508.0,0.0,0.0,0.0,73507.0,640594.04892,0.0,0.0,316851.02233,88461.6,11.69,-9.15,23.0,31.3
42,2002,458.0,0.0,0.0,0.0,76063.0,586925.52088,0.0,0.0,295223.24755,79320.8,9.04,-20.39,22.81,30.52
43,2003,421.0,0.0,0.0,0.0,79610.0,536149.62797,0.0,0.0,289847.25565,75956.8,11.53,-15.26,27.69,36.26
44,2004,450.0,0.0,0.0,0.0,85690.0,490146.3590600001,0.0,0.0,298102.66893000004,84848.2,15.27,2.73,37.66,47.98
45,2005,784.0,0.0,0.0,0.0,94475.0,554221.4351100001,0.0,0.0,321688.63593000005,96575.8,16.68,17.58,50.04,61.65
46,2006,747.0,0.0,0.0,0.0,106312.0,593320.9765,0.0,0.0,372315.03942,103878.0,14.41,-2.11,58.3,69.64
47,2007,539.0,0.0,0.0,0.0,115982.0,556435.844,0.0,0.0,402047.7083,113216.0,11.28,-14.61,64.2,74.44
48,2008,668.0,0.0,0.0,24.0,116117.0,564147.21,0.0,0.0,463960.21067,127588.4,11.66,-4.18,91.48,102.0
49,2009,835.0,0.0,0.0,160.0,113194.0,502597.956,0.0,0.0,475936.96209,132976.6,11.8,-6.97,53.48,59.93
50,2010,696.0,0.0,0.0,448.0,117714.0,520316.11891098926,0.0,0.0,491301.48291011225,114640.62385993544,17.23,10.46,71.21,78.65
51,2011,1230.0,0.0,0.0,573.0,124031.0,537122.9532152126,0.0,0.0,506819.3306073558,104473.6185177234,14.71,16.41,87.04,93.21
52,2012,748.0,0.0,2.0,704.0,128018.0,553114.4610831831,0.0,0.0,522486.196427773,98339.5192524842,10.69,-20.23,86.46,90.72
53,2013,505.0,0.0,2.0,540.0,133264.0,568379.0514055779,0.0,0.0,538298.1844727187,94196.44829039508,13.21,-8.24,91.17,94.25
54,2014,633.0,0.0,2.0,660.0,140296.0,582994.4168439028,0.0,0.0,554251.3988435476,91036.30253325775,13.33,-9.98,85.6,87.05
55,2015,,,,,108810.07689317223,597029.3198686843,0.0,0.0,570341.9436416153,88361.44832633017,15.41,-7.06,41.85,42.53
56,2016,,,,,113184.12797902711,610546.2718167659,0.0,0.0,586565.9229682761,85926.03094732901,14.2,-3.68,46.123462737126886,45.34334281602651
57,2017,,,,,115504.69673251454,623600.6398722087,0.0,0.0,602920.4148995469,83609.09777183831,14.072882357078996,-0.5683832864025362,50.27031775246161,47.865574195635816
58,2018,,,,,117942.88547235634,636241.5400853893,0.0,0.0,619402.497511443,81350.41932973964,13.78532393039007,-0.6592097559865806,53.639684141308464,49.56425183269465
59,2019,,,,,120374.31707568932,648513.6234111958,0.0,0.0,636008.2749053198,79120.37457015645,13.47047256862634,-0.8184942556877388,56.231561903667796,51.26292946975343
60,2020,,,,,122806.09226223454,660456.1826899294,0.0,0.0,652734.8251571937,76904.64665183006,13.419784828671814,-1.614269559272799,58.8234396660269,52.96160710681224
