Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
1991,3547.0,12662.0,0.0,0.0,41572.0,1166.88104,0.0,0.0,168002.84904,59769.0,61.52,8.76,20.2,35.73
1992,3377.0,11326.0,0.0,0.0,45018.0,1301.52116,0.0,0.0,204994.13836,59508.0,48.26,3.88,19.25,33.04
1993,4509.0,13522.0,0.0,0.0,47566.0,987.3608800000001,0.0,0.0,199973.09839,57855.0,52.04,2.72,16.75,27.94
1994,3463.0,13924.0,0.0,0.0,51416.0,1144.44102,0.0,0.0,192728.8602,55494.4,54.39,6.69,15.66,25.44
1995,3218.0,11658.0,0.0,0.0,54612.0,650.76058,0.0,0.0,202255.87632,51678.0,42.85,-7.26,16.75,26.48
1996,2797.0,13357.0,0.0,0.0,57976.0,471.24042000000003,0.0,0.0,228372.47414,51121.2,51.75,5.48,20.46,31.4
1997,3516.0,14208.0,0.0,0.0,60333.0,403.92036,0.0,0.0,212525.41307,48888.2,51.93,3.9,18.64,27.98
1998,3117.0,13097.0,0.0,0.0,62275.0,538.56048,0.0,0.0,193607.17028,46388.4,49.17,-6.54,11.91,17.6
1999,2694.0,12920.0,0.0,0.0,66715.0,493.68044000000003,0.0,0.0,173921.70205999998,41470.0,43.8,-8.61,16.56,23.89
2000,2370.0,11652.0,0.0,0.0,68809.0,269.28024,0.0,0.0,175492.58727000002,41493.2,45.7,-6.25,27.39,38.29
2001,2548.0,14781.0,0.0,0.0,70849.0,381.48034,0.0,0.0,170163.14981,44033.6,55.41,3.27,23.0,31.3
2002,3436.0,14559.0,0.0,0.0,74097.0,314.16028,0.0,0.0,166257.26805,42595.2,52.82,2.03,22.81,30.52
2003,2655.0,14689.0,0.0,0.0,78774.0,179.52016,0.0,0.0,175398.95436,41910.8,44.84,-2.72,27.69,36.26
2004,3643.0,15450.0,0.0,0.0,85261.0,157.08014,0.0,0.0,189925.62269,39045.6,57.01,8.65,37.66,47.98
2005,3083.0,13690.0,0.0,0.0,90319.0,67.32006,0.0,0.0,193589.23231,36795.2,35.75,-17.04,50.04,61.65
2006,1551.0,15233.0,0.0,0.0,94839.0,516.12046,0.0,0.0,278737.43917,35403.2,49.33,-4.05,58.3,69.64
2007,3237.0,15486.0,0.0,0.0,97384.0,1862.52166,0.0,0.0,272032.65197,34979.8,46.7,-4.98,64.2,74.44
2008,4660.0,14168.0,0.0,0.0,99838.0,1548.36138,0.0,0.0,453365.55427,35258.2,60.48,13.82,91.48,102.0
2009,4193.0,15170.0,0.0,0.0,98020.0,112.20008999999999,0.0,0.0,691086.2326,33529.8,72.2,23.74,53.48,59.93
2010,3659.0,15023.0,0.0,0.0,102951.0,,,,,,38.79,-14.58,71.21,78.65
2011,2958.0,14194.0,0.0,0.0,107287.0,,,,,,55.83,-1.15,87.04,93.21
2012,2198.0,15493.0,0.0,0.0,109226.0,,,,,,39.8,-16.12,86.46,90.72
2013,2655.0,11945.0,0.0,0.0,114379.0,,,,,,54.23,5.82,91.17,94.25
2014,2640.0,14478.0,0.0,0.0,117854.0,,,,,,47.91,3.38,85.6,87.05
2015,,,,,118907.0,,,,,,67.31,13.55,41.85,42.53
2016,,,,,,,,,,,51.34,-0.53,,
